"CVE_ID","Vulnerability_Summary","Vulnerability_Published_Date","Vulnerability_Published_Time","Vulnerability_Last_Modified_Date","Vulnerability_Last_Modified_Time","CVSS_Score","CVSS_Severity","CVSS_Access_Vector","CVSS_Access_Complexity","CVSS_Authentication","CVSS_Confidentiality_Impact","CVSS_Integrity_Impact","CVSS_Availability_Impact","CVSS_Generated_On_Date","CVSS_Generated_On_Time","CWE_ID_1","CWE_ID_1_Description","CWE_ID_2","CWE_ID_2_Description"
"CVE-2017-0287","Graphics in Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, Windows 10 Gold, 1511, 1607, 1703, and Windows Server 2016 allows improper disclosure of memory contents, aka ""Graphics Uniscribe Information Disclosure Vulnerability"". This CVE ID is unique from CVE-2017-0286, CVE-2017-0288, CVE-2017-0289, CVE-2017-8531, CVE-2017-8532, and CVE-2017-8533.",2017-06-14,"21:29:02",2017-07-07,"21:29:04","1.9","LOW","LOCAL","MEDIUM","NONE","PARTIAL","NONE","NONE",2017-06-21,"12:41:47","CWE-200","Information Leak / Disclosure",NA,NA
"CVE-2017-0288","Graphics in Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, Windows 10 Gold, 1511, 1607, 1703, and Windows Server 2016 allows improper disclosure of memory contents, aka ""Windows Graphics Information Disclosure Vulnerability"". This CVE ID is unique from CVE-2017-0286, CVE-2017-0287, CVE-2017-0289, CVE-2017-8531, CVE-2017-8532, and CVE-2017-8533.",2017-06-14,"21:29:02",2017-06-21,"13:59:24","1.9","LOW","LOCAL","MEDIUM","NONE","PARTIAL","NONE","NONE",2017-06-21,"12:40:48","CWE-200","Information Leak / Disclosure",NA,NA
"CVE-2017-0289","Graphics in Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, Windows 10 Gold, 1511, 1607, 1703, and Windows Server 2016 allows improper disclosure of memory contents, aka ""Windows Graphics Information Disclosure Vulnerability"". This CVE ID is unique from CVE-2017-0286, CVE-2017-0287, CVE-2017-0288, CVE-2017-8531, CVE-2017-8532, and CVE-2017-8533.",2017-06-14,"21:29:02",2017-07-07,"21:29:04","1.9","LOW","LOCAL","MEDIUM","NONE","PARTIAL","NONE","NONE",2017-06-21,"12:39:48","CWE-200","Information Leak / Disclosure",NA,NA
"CVE-2017-0290","The Microsoft Malware Protection Engine running on Microsoft Forefront and Microsoft Defender on Microsoft Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, Windows 10 Gold, 1511, 1607, and 1703, and Windows Server 2016 does not properly scan a specially crafted file leading to memory corruption, aka ""Microsoft Malware Protection Engine Remote Code Execution Vulnerability.""",2017-05-09,"02:29:00",2017-07-07,"21:29:04","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2017-05-19,"13:10:11","CWE-119","Buffer Errors",NA,NA
"CVE-2017-0291","Windows PDF in Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, Windows 10 Gold, 1511, 1607, 1703, and Windows Server 2016 allows remote code execution if a user opens a specially crafted PDF file, aka ""Windows PDF Remote Code Execution Vulnerability"". This CVE ID is unique from CVE-2017-0292.",2017-06-14,"21:29:02",2017-06-26,"10:49:28","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2017-06-23,"10:37:51","CWE-284","Improper Access Control",NA,NA
"CVE-2017-0292","Windows PDF in Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, Windows 10 Gold, 1511, 1607, 1703, and Windows Server 2016 allows remote code execution if a user opens a specially crafted PDF file, aka ""Windows PDF Remote Code Execution Vulnerability"". This CVE ID is unique from CVE-2017-0291.",2017-06-14,"21:29:02",2017-07-07,"21:29:05","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2017-06-23,"10:42:58","CWE-284","Improper Access Control",NA,NA
"CVE-2017-0294","Microsoft Windows 7 SP1, Windows Server 2008 SP2 and R2 SP1, Windows 8.1 and Windows RT 8.1, Windows Server 2012 and R2, Windows 10 Gold, 1511, 1607, and 1703, and Windows Server 2016 allow an attacker to execute remote code when Windows fails to properly handle cabinet files, aka ""Windows Remote Code Execution Vulnerability"".",2017-06-14,"21:29:02",2017-06-26,"10:51:08","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2017-06-23,"11:42:54","CWE-19","Data Handling",NA,NA
"CVE-2017-0295","Microsoft Windows 10 1607 and 1703, and Windows Server 2016 allow an authenticated attacker to modify the C:\Users\DEFAULT folder structure, aka ""Windows Default Folder Tampering Vulnerability"".",2017-06-14,"21:29:02",2017-07-07,"21:29:05","2.1","LOW","LOCAL","LOW","NONE","NONE","PARTIAL","NONE",2017-06-23,"10:05:40","CWE-284","Improper Access Control",NA,NA
"CVE-2017-0296","Microsoft Windows 7 SP1, Windows Server 2008 SP2 and R2 SP1, Windows 8.1 and Windows RT 8.1, Windows Server 2012 and R2, Windows 10 Gold, 1511, 1607, and 1703, and Windows Server 2016 allow an attacker to elevate privilege when tdx.sys fails to check the length of a buffer prior to copying memory to it, aka ""Windows TDX Elevation of Privilege Vulnerability"".",2017-06-14,"21:29:02",2017-06-21,"14:07:44","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2017-06-20,"09:23:31","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2017-0297","The kernel in Microsoft Windows Server 2008 R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, Windows 10 Gold, 1511, 1607, 1703, and Windows Server 2016 allows an authenticated attacker to obtain information via a specially crafted application. aka ""Windows Kernel Information Disclosure Vulnerability,"" a different vulnerability than CVE-2017-8491, CVE-2017-8490, CVE-2017-8489, CVE-2017-8488, CVE-2017-8485, CVE-2017-8483, CVE-2017-8482, CVE-2017-8481, CVE-2017-8480, CVE-2017-8478, CVE-2017-8479, CVE-2017-8476, CVE-2017-8474, CVE-2017-8469, CVE-2017-8462, CVE-2017-0299, CVE-2017-0300.",2017-06-14,"21:29:02",2017-07-07,"21:29:05","1.9","LOW","LOCAL","MEDIUM","NONE","PARTIAL","NONE","NONE",2017-06-20,"10:45:02","CWE-200","Information Leak / Disclosure",NA,NA
"CVE-2017-0298","A DCOM object in Helppane.exe in Microsoft Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, Windows 10 Gold, 1511, 1607, 1703, and Windows Server 2016, when configured to run as the interactive user, allows an authenticated attacker to run arbitrary code in another user's session, aka ""Windows COM Session Elevation of Privilege Vulnerability.""",2017-06-14,"21:29:02",2017-06-21,"14:10:23","4.4","MEDIUM","LOCAL","MEDIUM","NONE","PARTIAL","PARTIAL","PARTIAL",2017-06-20,"11:31:38","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2017-0299","The kernel in Microsoft Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, Windows 10 Gold, 1511, 1607, 1703, and Windows Server 2016 allows an authenticated attacker to obtain information via a specially crafted application. aka ""Windows Kernel Information Disclosure Vulnerability,"" a different vulnerability than CVE-2017-8491, CVE-2017-8490, CVE-2017-8489, CVE-2017-8488, CVE-2017-8485, CVE-2017-8483, CVE-2017-8482, CVE-2017-8481, CVE-2017-8480, CVE-2017-8478, CVE-2017-8479, CVE-2017-8476, CVE-2017-8474, CVE-2017-8469, CVE-2017-8462, CVE-2017-0300, and CVE-2017-0297.",2017-06-14,"21:29:02",2017-07-07,"21:29:05","1.9","LOW","LOCAL","MEDIUM","NONE","PARTIAL","NONE","NONE",2017-06-20,"10:45:41","CWE-200","Information Leak / Disclosure",NA,NA
"CVE-2017-0300","The kernel in Microsoft Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, Windows 10 Gold, 1511, 1607, 1703, and Windows Server 2016 allows an authenticated attacker to obtain information via a specially crafted application. aka ""Windows Kernel Information Disclosure Vulnerability,"" a different vulnerability than CVE-2017-8491, CVE-2017-8490, CVE-2017-8489, CVE-2017-8488, CVE-2017-8485, CVE-2017-8483, CVE-2017-8482, CVE-2017-8481, CVE-2017-8480, CVE-2017-8478, CVE-2017-8479, CVE-2017-8476, CVE-2017-8474, CVE-2017-8469, CVE-2017-8462, CVE-2017-0299, and CVE-2017-0297.",2017-06-14,"21:29:02",2017-06-20,"13:04:58","1.9","LOW","LOCAL","MEDIUM","NONE","PARTIAL","NONE","NONE",2017-06-20,"10:44:28","CWE-200","Information Leak / Disclosure",NA,NA
"CVE-2017-0302","In F5 BIG-IP APM 12.0.0 through 12.1.2 and 13.0.0, an authenticated user with an established access session to the BIG-IP APM system may be able to cause a traffic disruption if the length of the requested URL is less than 16 characters.",2017-05-09,"11:29:00",2017-07-07,"21:29:05","3.5","LOW","NETWORK","MEDIUM","SINGLE_INSTANCE","NONE","NONE","PARTIAL",2017-05-15,"10:36:12","CWE-118","Improper Access of Indexable Resource ('Range Error')",NA,NA
"CVE-2017-0305","F5 SSL Intercept iApp version 1.5.0 - 1.5.7 is vulnerable to an unauthenticated, remote attack that may allow modification of the BIG-IP system configuration, extraction of sensitive system files, and possible remote command execution on the system when deployed using the Explicit Proxy feature plus SNAT Auto Map option for egress traffic.",2017-04-06,"10:59:00",2017-04-12,"16:16:38","7.5","HIGH","NETWORK","LOW","NONE","PARTIAL","PARTIAL","PARTIAL",2017-04-12,"15:33:45","CWE-284","Improper Access Control",NA,NA
"CVE-2017-0306","An elevation of privilege vulnerability in the NVIDIA GPU driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as Critical due to the possibility of a local permanent device compromise, which may require reflashing the operating system to repair the device. Product: Android. Versions: Kernel-3.10. Android ID: A-34132950. References: N-CVE-2017-0306.",2017-03-07,"21:59:00",2017-07-17,"09:18:11","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-08,"11:35:38","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2017-0307","An elevation of privilege vulnerability in the NVIDIA GPU driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as Critical due to the possibility of a local permanent device compromise, which may require reflashing the operating system to repair the device. Product: Android. Versions: Kernel-3.18. Android ID: A-33177895. References: N-CVE-2017-0307.",2017-03-07,"21:59:00",2017-07-17,"09:18:11","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-08,"11:34:16","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2017-0308","All versions of NVIDIA Windows GPU Display Driver contain a vulnerability in the kernel mode layer (nvlddmkm.sys) handler for DxgkDdiEscape where untrusted input is used for buffer size calculation leading to denial of service or escalation of privileges.",2017-02-15,"19:59:00",2017-02-23,"15:04:30","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2017-02-16,"13:35:19","CWE-119","Buffer Errors",NA,NA
"CVE-2017-0309","All versions of NVIDIA GPU Display Driver contain a vulnerability in the kernel mode layer handler where multiple integer overflows may cause improper memory allocation leading to a denial of service or potential escalation of privileges.",2017-02-15,"19:59:00",2017-02-23,"15:04:55","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2017-02-16,"14:10:24","CWE-190","Integer Overflow or Wraparound",NA,NA
"CVE-2017-0310","All versions of NVIDIA GPU Display Driver contain a vulnerability in the kernel mode layer handler where improper access controls allowing unprivileged user to cause a denial of service.",2017-02-15,"19:59:00",2017-02-23,"15:05:24","4.9","MEDIUM","LOCAL","LOW","NONE","NONE","NONE","COMPLETE",2017-02-16,"12:19:30","CWE-284","Improper Access Control",NA,NA
"CVE-2017-0311","NVIDIA GPU Display Driver R378 contains a vulnerability in the kernel mode layer handler where improper access control may lead to denial of service or possible escalation of privileges.",2017-02-15,"19:59:00",2017-02-23,"14:58:47","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2017-02-16,"13:38:28","CWE-284","Improper Access Control",NA,NA
"CVE-2017-0312","All versions of NVIDIA Windows GPU Display Driver contain a vulnerability in the kernel mode layer (nvlddmkm.sys) handler for DxgkDdiEscapeID 0x100008b where user provided input is used as the limit for a loop may lead to denial of service or potential escalation of privileges",2017-02-15,"19:59:00",2017-02-23,"15:26:08","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2017-02-16,"12:29:54","CWE-20","Input Validation",NA,NA
"CVE-2017-0313","All versions of NVIDIA Windows GPU Display Driver contain a vulnerability in the kernel mode layer (nvlddmkm.sys) implementation of the SubmitCommandVirtual DDI (DxgkDdiSubmitCommandVirtual) where untrusted input is used to reference memory outside of the intended boundary of the buffer leading to denial of service or escalation of privileges.",2017-02-15,"19:59:00",2017-02-23,"15:26:16","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2017-02-16,"14:27:15","CWE-119","Buffer Errors",NA,NA
"CVE-2017-0314","All versions of NVIDIA Windows GPU Display Driver contain a vulnerability in the kernel mode layer (nvlddmkm.sys) implementation of the SubmitCommandVirtual DDI (DxgkDdiSubmitCommandVirtual) where untrusted input is used to reference memory outside of the intended boundary of the buffer leading to denial of service or escalation of privileges.",2017-02-15,"19:59:00",2017-02-23,"15:26:23","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2017-02-16,"11:58:02","CWE-119","Buffer Errors",NA,NA
"CVE-2017-0315","All versions of NVIDIA Windows GPU Display Driver contain a vulnerability in the kernel mode layer (nvlddmkm.sys) handler for DxgkDdiEscape where an attempt to access an invalid object pointer may lead to denial of service or potential escalation of privileges.",2017-02-15,"19:59:00",2017-02-23,"15:26:30","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2017-02-16,"12:11:36","CWE-476","NULL Pointer Dereference",NA,NA
"CVE-2017-0317","All versions of NVIDIA GPU and GeForce Experience installer contain a vulnerability where it fails to set proper permissions on the package extraction path thus allowing a non-privileged user to tamper with the extracted files, potentially leading to escalation of privileges via code execution.",2017-02-15,"19:59:00",2017-02-23,"15:09:12","6.9","MEDIUM","LOCAL","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2017-02-16,"12:07:57","CWE-275","Permission Issues",NA,NA
"CVE-2017-0318","All versions of NVIDIA Linux GPU Display Driver contain a vulnerability in the kernel mode layer handler where improper validation of an input parameter may cause a denial of service on the system.",2017-02-15,"19:59:00",2017-02-23,"15:08:21","4.9","MEDIUM","LOCAL","LOW","NONE","NONE","NONE","COMPLETE",2017-02-16,"13:30:57","CWE-20","Input Validation",NA,NA
"CVE-2017-0319","All versions of NVIDIA Windows GPU Display Driver contain a vulnerability in the kernel mode layer handler where improper handling of values may cause a denial of service on the system.",2017-02-15,"19:59:00",2017-02-23,"15:07:58","4.9","MEDIUM","LOCAL","LOW","NONE","NONE","NONE","COMPLETE",2017-02-16,"14:22:37","CWE-19","Data Handling",NA,NA
"CVE-2017-0320","All versions of NVIDIA Windows GPU Display Driver contain a vulnerability in the kernel mode layer handler where improper handling of values may cause a denial of service on the system.",2017-02-15,"19:59:00",2017-02-23,"15:07:39","4.9","MEDIUM","LOCAL","LOW","NONE","NONE","NONE","COMPLETE",2017-02-16,"14:24:39","CWE-19","Data Handling",NA,NA
"CVE-2017-0321","All versions of NVIDIA GPU Display Driver contain a vulnerability in the kernel mode layer handler where a NULL pointer dereference caused by invalid user input may lead to denial of service or potential escalation of privileges.",2017-02-15,"19:59:00",2017-02-23,"15:06:24","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2017-02-16,"14:08:09","CWE-476","NULL Pointer Dereference",NA,NA
"CVE-2017-0322","All versions of NVIDIA Windows GPU Display Driver contain a vulnerability in the kernel mode layer (nvlddmkm.sys) handler where a value passed from a user to the driver is not correctly validated and used as the index to an array, leading to denial of service or potential escalation of privileges.",2017-02-15,"19:59:00",2017-02-23,"15:30:39","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2017-02-16,"15:03:52","CWE-129","Improper Validation of Array Index",NA,NA
"CVE-2017-0323","All versions of NVIDIA Windows GPU Display Driver contain a vulnerability in the kernel mode layer handler where a NULL pointer dereference caused by invalid user input may lead to denial of service or potential escalation of privileges.",2017-02-15,"19:59:00",2017-02-23,"15:30:31","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2017-02-16,"12:26:11","CWE-476","NULL Pointer Dereference",NA,NA
"CVE-2017-0324","All versions of NVIDIA Windows GPU Display Driver contain a vulnerability in the kernel mode layer (nvlddmkm.sys) handler for DxgkDdiEscape where the size of an input buffer is not validated, leading to denial of service or potential escalation of privileges.",2017-02-15,"19:59:00",2017-02-23,"15:30:24","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2017-02-16,"11:53:04","CWE-119","Buffer Errors",NA,NA
"CVE-2017-0325","An elevation of privilege vulnerability in the NVIDIA I2C HID driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel 3.10 and Kernel 3.18. Android ID: A-33040280. References: N-CVE-2017-0325.",2017-04-05,"10:59:00",2017-07-10,"21:33:26","7.6","HIGH","NETWORK","HIGH","NONE","COMPLETE","COMPLETE","COMPLETE",2017-04-08,"12:01:09","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2017-0326","An information disclosure vulnerability in the NVIDIA Video Driver due to an out-of-bounds read function in the Tegra Display Controller driver could result in possible information disclosure. This issue is rated as Moderate. Product: Android. Version: N/A. Android ID: A-33718700. References: N-CVE-2017-0326.",2017-07-07,"10:29:00",2017-07-10,"21:33:26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CVE-2017-0327","An elevation of privilege vulnerability in the NVIDIA crypto driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel 3.10. Android ID: A-33893669. References: N-CVE-2017-0327.",2017-04-05,"10:59:00",2017-07-10,"21:33:26","7.6","HIGH","NETWORK","HIGH","NONE","COMPLETE","COMPLETE","COMPLETE",2017-04-08,"12:01:37","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2017-0328","An information disclosure vulnerability in the NVIDIA crypto driver could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Product: Android. Versions: Kernel 3.10. Android ID: A-33898322. References: N-CVE-2017-0328.",2017-04-05,"10:59:00",2017-07-10,"21:33:26","2.6","LOW","NETWORK","HIGH","NONE","PARTIAL","NONE","NONE",2017-04-08,"12:08:38","CWE-200","Information Leak / Disclosure",NA,NA
"CVE-2017-0329","An elevation of privilege vulnerability in the NVIDIA boot and power management processor driver could enable a local malicious application to execute arbitrary code within the context of the boot and power management processor. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel 3.18. Android ID:A-34115304. References: N-CVE-2017-0329.",2017-04-05,"10:59:00",2017-07-10,"21:33:26","7.6","HIGH","NETWORK","HIGH","NONE","COMPLETE","COMPLETE","COMPLETE",2017-04-08,"12:02:11","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2017-0330","An information disclosure vulnerability in the NVIDIA crypto driver could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Product: Android. Versions: Kernel 3.10. Android ID: A-33899858. References: N-CVE-2017-0330.",2017-04-05,"10:59:00",2017-07-10,"21:33:26","2.6","LOW","NETWORK","HIGH","NONE","PARTIAL","NONE","NONE",2017-04-08,"12:08:55","CWE-200","Information Leak / Disclosure",NA,NA
"CVE-2017-0331","An elevation of privilege vulnerability in the NVIDIA video driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as Critical due to the possibility of a local permanent device compromise, which may require reflashing the operating system to repair the device. Product: Android. Versions: Kernel 3.10. Android ID: A-34113000. References: N-CVE-2017-0331.",2017-05-02,"17:59:00",2017-05-12,"09:34:29","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2017-05-11,"13:18:20","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2017-0332","An elevation of privilege vulnerability in the NVIDIA crypto driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel 3.10. Android ID: A-33812508. References: N-CVE-2017-0332.",2017-04-05,"10:59:00",2017-07-10,"21:33:26","7.6","HIGH","NETWORK","HIGH","NONE","COMPLETE","COMPLETE","COMPLETE",2017-04-08,"12:02:31","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2017-0333","An elevation of privilege vulnerability in the NVIDIA GPU driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as Critical due to the possibility of a local permanent device compromise, which may require reflashing the operating system to repair the device. Product: Android. Versions: Kernel-3.18. Android ID: A-33899363. References: N-CVE-2017-0333.",2017-03-07,"21:59:00",2017-07-17,"09:18:11","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-08,"14:16:30","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2017-0334","An information disclosure vulnerability in the NVIDIA GPU driver could enable a local malicious application to access data outside of its permission levels. This issue is rated as High because it could be used to access sensitive data without explicit user permission. Product: Android. Versions: Kernel-3.18. Android ID: A-33245849. References: N-CVE-2017-0334.",2017-03-07,"21:59:00",2017-07-17,"09:18:11","4.3","MEDIUM","NETWORK","MEDIUM","NONE","PARTIAL","NONE","NONE",2017-03-08,"11:25:41","CWE-200","Information Leak / Disclosure",NA,NA
"CVE-2017-0335","An elevation of privilege vulnerability in the NVIDIA GPU driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as Critical due to the possibility of a local permanent device compromise, which may require reflashing the operating system to repair the device. Product: Android. Versions: Kernel-3.18. Android ID: A-33043375. References: N-CVE-2017-0335.",2017-03-07,"21:59:00",2017-07-17,"09:18:11","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-08,"14:16:58","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2017-0336","An information disclosure vulnerability in the NVIDIA GPU driver could enable a local malicious application to access data outside of its permission levels. This issue is rated as High because it could be used to access sensitive data without explicit user permission. Product: Android. Versions: Kernel-3.18. Android ID: A-33042679. References: N-CVE-2017-0336.",2017-03-07,"21:59:00",2017-07-17,"09:18:11","4.3","MEDIUM","NETWORK","MEDIUM","NONE","PARTIAL","NONE","NONE",2017-03-08,"11:26:00","CWE-200","Information Leak / Disclosure",NA,NA
"CVE-2017-0337","An elevation of privilege vulnerability in the NVIDIA GPU driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as Critical due to the possibility of a local permanent device compromise, which may require reflashing the operating system to repair the device. Product: Android. Versions: Kernel-3.18. Android ID: A-31992762. References: N-CVE-2017-0337.",2017-03-07,"21:59:00",2017-07-17,"09:18:11","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-08,"11:35:21","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2017-0338","An elevation of privilege vulnerability in the NVIDIA GPU driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as Critical due to the possibility of a local permanent device compromise, which may require reflashing the operating system to repair the device. Product: Android. Versions: Kernel-3.18. Android ID: A-33057977. References: N-CVE-2017-0338.",2017-03-07,"21:59:00",2017-07-17,"09:18:11","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2017-03-08,"12:29:35","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2017-0339","An elevation of privilege vulnerability in the NVIDIA crypto driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel 3.10. Android ID: A-27930566. References: N-CVE-2017-0339.",2017-04-05,"10:59:00",2017-07-10,"21:33:26","7.6","HIGH","NETWORK","HIGH","NONE","COMPLETE","COMPLETE","COMPLETE",2017-04-08,"12:02:49","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2017-0340","An elevation of privilege vulnerability in the NVIDIA Libnvparser component due to a memcpy into a fixed sized buffer with a user-controlled size could lead to a memory corruption and possible remote code execution. This issue is rated as High. Product: Android. Version: N/A. Android ID: A-33968204. References: N-CVE-2017-0340.",2017-07-07,"10:29:00",2017-07-17,"12:26:15","9.3","HIGH","NETWORK","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2017-07-12,"15:08:47","CWE-264","Permissions, Privileges, and Access Control",NA,NA
"CVE-2017-0341","All versions of the NVIDIA Windows GPU Display Driver contain a vulnerability in the kernel mode layer (nvlddmkm.sys) handler for DxgDdiEscape where user provided input can trigger an access to a pointer that has not been initialized which may lead to denial of service or potential escalation of privileges.",2017-05-09,"17:29:00",2017-05-17,"14:58:25","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2017-05-17,"14:52:41","CWE-476","NULL Pointer Dereference",NA,NA
"CVE-2017-0342","All versions of the NVIDIA Windows GPU Display Driver contain a vulnerability in the kernel mode layer (nvlddmkm.sys) handler where incorrect calculation may cause an invalid address access leading to denial of service or potential escalation of privileges.",2017-05-09,"17:29:00",2017-05-17,"15:01:40","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2017-05-17,"14:49:33","CWE-682","Incorrect Calculation",NA,NA
"CVE-2017-0343","All versions of the NVIDIA Windows GPU Display Driver contain a vulnerability in the kernel mode layer (nvlddmkm.sys) where user can trigger a race condition due to lack of synchronization in two functions leading to a denial of service or potential escalation of privileges.",2017-05-09,"17:29:00",2017-05-17,"15:05:33","6.9","MEDIUM","LOCAL","MEDIUM","NONE","COMPLETE","COMPLETE","COMPLETE",2017-05-17,"14:48:55","CWE-362","Race Conditions",NA,NA
"CVE-2017-0344","All versions of the NVIDIA Windows GPU Display Driver contain a vulnerability in the kernel mode layer (nvlddmkm.sys) handler for DxgDdiEscape may allow users to gain access to arbitrary physical memory, leading to escalation of privileges.",2017-05-09,"17:29:00",2017-05-17,"15:05:53","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2017-05-17,"14:51:43","CWE-284","Improper Access Control",NA,NA
"CVE-2017-0345","All versions of the NVIDIA Windows GPU Display Driver contain a vulnerability in the kernel mode layer (nvlddmkm.sys) handler for DxgDdiEscape where user provided input used as an array size is not correctly validated allows out of bound access in kernel memory and may lead to denial of service or potential escalation of privileges",2017-05-09,"17:29:00",2017-05-17,"15:08:48","7.2","HIGH","LOCAL","LOW","NONE","COMPLETE","COMPLETE","COMPLETE",2017-05-17,"14:50:15","CWE-129","Improper Validation of Array Index",NA,NA
