"CVE_ID","CPE_Part","CPE_Vendor","CPE_Product"
"CVE-2017-2192","Application","Sharp","Rw-5100_driver_installer_for_windows_7"
"CVE-2017-2193","Application","Tera_term_project","Tera_term"
"CVE-2017-2194","Application","Ipa","Icodechecker"
"CVE-2017-2195","Application","Multi_feed_reader_project","Multi_feed_reader"
"CVE-2017-2206","Application","Saat","Netizen"
"CVE-2017-2207","Application","Saat","Personal"
"CVE-2017-2208","Application","Acquisition_technology_and_logistics_agency","Installer_of_electronic_tendering"
"CVE-2017-2209","Application","Santeikohyo","Installer_of_houkokusyo_sakusei_shien_tool"
"CVE-2017-2210","Application","Gsi","Patchjgd"
"CVE-2017-2211","Application","Gsi","Patchjgd"
"CVE-2017-2212","Application","Gsi","Tky2jgd"
"CVE-2017-2213","Application","Gsi","Semidynaexe"
"CVE-2017-2214","Application","Jiransoft","Appcheck"
"CVE-2017-2215","Application","E-tax.nta","E-tax"
"CVE-2017-2216","Application","Wpdownloadmanager","Download_manager"
"CVE-2017-2217","Application","Download_manager_project","Download_manager"
"CVE-2017-2218","Application","Apple","Quicktime"
"CVE-2017-2219","Application","Baidu","Simeji"
"CVE-2017-2220","Application","Ipa","Casl_ii_simulator"
"CVE-2017-2222","Application","Wp-members_project","Wp-members"
"CVE-2017-2223","Operating System","Iodata","Ts-wlce_camera_firmware"
"CVE-2017-2224","Application","Web-dorado","Event_calendar_wd"
"CVE-2017-2225","Application","Mext","Ebidsettingchecker"
"CVE-2017-2226","Application","National_tax_agency","E-tax"
"CVE-2017-2227","Application","Charamin","Omp"
"CVE-2017-2229","Application","Douroshisetu","Kihon_data_sakusei_system"
"CVE-2017-2230","Application","Nilim","Road_construction_completion_diagram_check_program"
"CVE-2017-2231","Application","Mlit","Denshiseikabutsusakuseishienkensa"
"CVE-2017-2232","Application","Moj","Shinseiyo_sogo_soft"
"CVE-2017-2233","Application","Moj","Pdf_digital_signature"
"CVE-2017-2234","Operating System","Toshiba","Hem-gw16a_firmware"
"CVE-2017-2235","Operating System","Toshiba","Hem-gw16a_firmware"
"CVE-2017-2236","Operating System","Toshiba","Hem-gw16a_firmware"
"CVE-2017-2237","Operating System","Toshiba","Hem-gw16a_firmware"
"CVE-2017-2238","Operating System","Toshiba","Hem-gw16a_firmware"
"CVE-2017-2239","Application","Marp_project","Marp"
"CVE-2017-2240",NA,NA,NA
"CVE-2017-2241",NA,NA,NA
"CVE-2017-2243","Application","Dfactory","Responsive_lightbox"
"CVE-2017-2244","Operating System","Brother_industries","Mfc-j960dwn_firmware"
"CVE-2017-2245","Application","Shortcodes_ultimate_project","Shortcodes_ultimate"
"CVE-2017-2246","Application","Chitora","Lhaz"
"CVE-2017-2247","Application","Chitora","Lhaz"
"CVE-2017-2248","Application","Chitora","Lhaz%2b"
"CVE-2017-2249","Application","Chitora","Lhaz%2b"
"CVE-2017-2252","Application","Sourcenext","File_compact"
"CVE-2017-2253","Application","Yahoo","Toolbar"
"CVE-2017-2265","Application","Resume-next","Filecapsule_deluxe_portable"
"CVE-2017-2266","Application","Resume-next","Filecapsule_deluxe_portable"
"CVE-2017-2267","Application","Resume-next","Filecapsule_deluxe_portable"
"CVE-2017-2268","Application","Resume-next","Filecapsule_deluxe_portable"
"CVE-2017-2269","Application","Resume-next","Filecapsule_deluxe_portable"
"CVE-2017-2270","Application","Resume-next","Filecapsule_deluxe_portable"
"CVE-2017-2271","Application","Hibara","Attachecase"
"CVE-2017-2272","Application","Hibara","Attachecase"
"CVE-2017-2273",NA,NA,NA
"CVE-2017-2274",NA,NA,NA
"CVE-2017-2275",NA,NA,NA
"CVE-2017-2276",NA,NA,NA
"CVE-2017-2277",NA,NA,NA
"CVE-2017-2290","Application","Puppetlabs","Mcollective-puppet-agent"
"CVE-2017-2292","Application","Puppet","Mcollective"
"CVE-2017-2294",NA,NA,NA
"CVE-2017-2295","Application","Puppetlabs","Puppet"
"CVE-2017-2298","Application","Puppetlabs","Mcollective-sshkey-security"
"CVE-2017-2300","Operating System","Juniper","Junos"
"CVE-2017-2301","Operating System","Juniper","Junos"
"CVE-2017-2302","Operating System","Juniper","Junos"
"CVE-2017-2303","Operating System","Juniper","Junos"
"CVE-2017-2304","Operating System","Juniper","Junos"
"CVE-2017-2305","Application","Juniper","Junos_space"
"CVE-2017-2306","Application","Juniper","Junos_space"
"CVE-2017-2307","Operating System","Juniper","Junos_space"
"CVE-2017-2308","Application","Juniper","Junos_space"
"CVE-2017-2309","Application","Juniper","Junos_space"
"CVE-2017-2310","Operating System","Juniper","Junos_space"
"CVE-2017-2311","Application","Juniper","Junos_space"
"CVE-2017-2312","Operating System","Juniper","Junos"
"CVE-2017-2313","Operating System","Juniper","Junos"
"CVE-2017-2314",NA,NA,NA
"CVE-2017-2315","Operating System","Juniper","Junos"
"CVE-2017-2316","Application","Juniper","Northstar_controller"
"CVE-2017-2317","Application","Juniper","Northstar_controller"
"CVE-2017-2318","Application","Juniper","Northstar_controller"
"CVE-2017-2319","Application","Juniper","Northstar_controller"
"CVE-2017-2320","Application","Juniper","Northstar_controller"
"CVE-2017-2321","Application","Juniper","Northstar_controller"
"CVE-2017-2322","Application","Juniper","Northstar_controller"
"CVE-2017-2323","Application","Juniper","Northstar_controller"
"CVE-2017-2324","Application","Juniper","Northstar_controller"
"CVE-2017-2325","Application","Juniper","Northstar_controller"
"CVE-2017-2326","Application","Juniper","Northstar_controller"
"CVE-2017-2327","Application","Juniper","Northstar_controller"
"CVE-2017-2328","Application","Juniper","Northstar_controller"
"CVE-2017-2329","Application","Juniper","Northstar_controller"
"CVE-2017-2330","Application","Juniper","Northstar_controller"
"CVE-2017-2331","Application","Juniper","Northstar_controller"
"CVE-2017-2332","Application","Juniper","Northstar_controller"
"CVE-2017-2333","Application","Juniper","Northstar_controller"
"CVE-2017-2334","Application","Juniper","Northstar_controller"
"CVE-2017-2335","Operating System","Juniper","Screenos"
"CVE-2017-2336","Operating System","Juniper","Screenos"
"CVE-2017-2337","Operating System","Juniper","Screenos"
"CVE-2017-2338","Operating System","Juniper","Screenos"
"CVE-2017-2339","Operating System","Juniper","Screenos"
"CVE-2017-2340","Operating System","Juniper","Junos"
"CVE-2017-2341",NA,NA,NA
"CVE-2017-2342",NA,NA,NA
"CVE-2017-2343",NA,NA,NA
"CVE-2017-2344",NA,NA,NA
"CVE-2017-2345",NA,NA,NA
"CVE-2017-2346",NA,NA,NA
"CVE-2017-2347",NA,NA,NA
"CVE-2017-2348",NA,NA,NA
"CVE-2017-2349",NA,NA,NA
"CVE-2017-2350","Application","Apple","Safari"
"CVE-2017-2351","Operating System","Apple","Iphone_os"
"CVE-2017-2352","Operating System","Apple","Iphone_os"
"CVE-2017-2353","Operating System","Apple","Mac_os_x"
"CVE-2017-2354","Application","Apple","Safari"
"CVE-2017-2355","Application","Apple","Safari"
"CVE-2017-2356","Application","Apple","Safari"
"CVE-2017-2357","Operating System","Apple","Mac_os_x"
"CVE-2017-2358","Operating System","Apple","Mac_os_x"
"CVE-2017-2359","Application","Apple","Safari"
"CVE-2017-2360","Operating System","Apple","Watch_os"
"CVE-2017-2361","Operating System","Apple","Mac_os_x"
"CVE-2017-2362","Application","Apple","Safari"
"CVE-2017-2363","Application","Apple","Safari"
"CVE-2017-2364","Application","Apple","Safari"
"CVE-2017-2365","Application","Apple","Safari"
"CVE-2017-2366","Application","Apple","Safari"
"CVE-2017-2367","Application","Apple","Apple_tv"
"CVE-2017-2368","Operating System","Apple","Iphone_os"
"CVE-2017-2369","Application","Apple","Safari"
"CVE-2017-2370","Operating System","Apple","Mac_os_x"
"CVE-2017-2371","Operating System","Apple","Iphone_os"
"CVE-2017-2372","Application","Apple","Logic_pro_x"
"CVE-2017-2373","Application","Apple","Safari"
"CVE-2017-2374","Application","Apple","Garageband"
"CVE-2017-2376","Application","Apple","Safari"
"CVE-2017-2377","Application","Apple","Safari"
"CVE-2017-2378","Application","Apple","Safari"
"CVE-2017-2379","Application","Apple","Apple_tv"
"CVE-2017-2380","Operating System","Apple","Iphone_os"
"CVE-2017-2381","Operating System","Apple","Mac_os_x"
"CVE-2017-2382","Operating System","Apple","Mac_os_server"
"CVE-2017-2383","Application","Apple","Icloud"
"CVE-2017-2384","Operating System","Apple","Iphone_os"
"CVE-2017-2385","Application","Apple","Safari"
"CVE-2017-2386","Application","Apple","Apple_tv"
"CVE-2017-2387","Application","Apple","Apple_music"
"CVE-2017-2388","Operating System","Apple","Mac_os_x"
"CVE-2017-2389","Application","Apple","Safari"
"CVE-2017-2390","Application","Apple","Apple_tv"
"CVE-2017-2391","Application","Apple","Pages"
"CVE-2017-2392","Application","Apple","Safari"
"CVE-2017-2393","Operating System","Apple","Iphone_os"
"CVE-2017-2394","Application","Apple","Apple_tv"
"CVE-2017-2395","Application","Apple","Apple_tv"
"CVE-2017-2396","Application","Apple","Apple_tv"
"CVE-2017-2397","Operating System","Apple","Iphone_os"
"CVE-2017-2398","Operating System","Apple","Iphone_os"
"CVE-2017-2399","Operating System","Apple","Iphone_os"
"CVE-2017-2400","Operating System","Apple","Iphone_os"
"CVE-2017-2401","Application","Apple","Apple_tv"
"CVE-2017-2402","Operating System","Apple","Mac_os_x"
"CVE-2017-2403","Operating System","Apple","Mac_os_x"
"CVE-2017-2404","Operating System","Apple","Iphone_os"
"CVE-2017-2405","Application","Apple","Safari"
"CVE-2017-2406","Application","Apple","Apple_tv"
"CVE-2017-2407","Application","Apple","Apple_tv"
"CVE-2017-2408","Operating System","Apple","Mac_os_x"
"CVE-2017-2409","Operating System","Apple","Mac_os_x"
"CVE-2017-2410","Operating System","Apple","Mac_os_x"
"CVE-2017-2412","Operating System","Apple","Iphone_os"
"CVE-2017-2413","Operating System","Apple","Mac_os_x"
"CVE-2017-2414","Operating System","Apple","Iphone_os"
"CVE-2017-2415","Application","Apple","Apple_tv"
"CVE-2017-2416","Application","Apple","Apple_tv"
"CVE-2017-2417","Application","Apple","Apple_tv"
"CVE-2017-2418","Operating System","Apple","Mac_os_x"
"CVE-2017-2419","Application","Apple","Safari"
"CVE-2017-2420","Operating System","Apple","Mac_os_x"
"CVE-2017-2421","Operating System","Apple","Mac_os_x"
"CVE-2017-2422","Operating System","Apple","Mac_os_x"
"CVE-2017-2423","Operating System","Apple","Iphone_os"
"CVE-2017-2424","Application","Apple","Safari"
"CVE-2017-2425","Operating System","Apple","Mac_os_x"
"CVE-2017-2426","Operating System","Apple","Mac_os_x"
"CVE-2017-2427","Operating System","Apple","Mac_os_x"
"CVE-2017-2428","Application","Apple","Apple_tv"
"CVE-2017-2429","Operating System","Apple","Mac_os_x"
"CVE-2017-2430","Application","Apple","Apple_tv"
"CVE-2017-2431","Operating System","Apple","Mac_os_x"
"CVE-2017-2432","Application","Apple","Apple_tv"
"CVE-2017-2433","Application","Apple","Safari"
"CVE-2017-2434","Operating System","Apple","Iphone_os"
"CVE-2017-2435","Application","Apple","Apple_tv"
"CVE-2017-2436","Operating System","Apple","Mac_os_x"
"CVE-2017-2437","Operating System","Apple","Mac_os_x"
"CVE-2017-2438","Operating System","Apple","Mac_os_x"
"CVE-2017-2439","Application","Apple","Apple_tv"
"CVE-2017-2440","Application","Apple","Apple_tv"
"CVE-2017-2441","Application","Apple","Apple_tv"
"CVE-2017-2442","Application","Apple","Safari"
"CVE-2017-2443","Operating System","Apple","Mac_os_x"
"CVE-2017-2444","Application","Apple","Apple_tv"
"CVE-2017-2445","Application","Apple","Apple_tv"
"CVE-2017-2446","Application","Apple","Apple_tv"
"CVE-2017-2447","Application","Apple","Apple_tv"
"CVE-2017-2448","Application","Apple","Apple_tv"
"CVE-2017-2449","Operating System","Apple","Mac_os_x"
"CVE-2017-2450","Application","Apple","Apple_tv"
"CVE-2017-2451","Application","Apple","Apple_tv"
"CVE-2017-2452","Operating System","Apple","Iphone_os"
"CVE-2017-2453","Application","Apple","Safari"
"CVE-2017-2454","Application","Apple","Apple_tv"
"CVE-2017-2455","Application","Apple","Apple_tv"
"CVE-2017-2456","Application","Apple","Apple_tv"
"CVE-2017-2457","Application","Apple","Safari"
"CVE-2017-2458","Application","Apple","Apple_tv"
"CVE-2017-2459","Application","Apple","Apple_tv"
"CVE-2017-2460","Application","Apple","Apple_tv"
"CVE-2017-2461","Application","Apple","Apple_tv"
"CVE-2017-2462","Application","Apple","Apple_tv"
"CVE-2017-2463","Application","Apple","Safari"
"CVE-2017-2464","Application","Apple","Apple_tv"
"CVE-2017-2465","Application","Apple","Apple_tv"
"CVE-2017-2466","Application","Apple","Apple_tv"
"CVE-2017-2467","Application","Apple","Apple_tv"
"CVE-2017-2468","Application","Apple","Apple_tv"
"CVE-2017-2469","Application","Apple","Apple_tv"
"CVE-2017-2470","Application","Apple","Apple_tv"
"CVE-2017-2471","Application","Apple","Safari"
"CVE-2017-2472","Application","Apple","Apple_tv"
"CVE-2017-2473","Application","Apple","Apple_tv"
"CVE-2017-2474","Application","Apple","Apple_tv"
"CVE-2017-2475","Application","Apple","Safari"
"CVE-2017-2476","Application","Apple","Safari"
"CVE-2017-2477","Operating System","Apple","Mac_os_x"
"CVE-2017-2478","Application","Apple","Apple_tv"
"CVE-2017-2479","Application","Apple","Safari"
"CVE-2017-2480","Application","Apple","Safari"
"CVE-2017-2481","Application","Apple","Apple_tv"
"CVE-2017-2482","Application","Apple","Apple_tv"
"CVE-2017-2483","Application","Apple","Apple_tv"
"CVE-2017-2484","Operating System","Apple","Iphone_os"
"CVE-2017-2485","Application","Apple","Apple_tv"
"CVE-2017-2486","Application","Apple","Safari"
"CVE-2017-2487","Application","Apple","Apple_tv"
"CVE-2017-2489","Operating System","Apple","Mac_os_x"
"CVE-2017-2490","Application","Apple","Apple_tv"
"CVE-2017-2491","Operating System","Apple","Iphone_os"
"CVE-2017-2494","Operating System","Apple","Mac_os_x"
"CVE-2017-2495","Operating System","Apple","Iphone_os"
"CVE-2017-2496","Operating System","Apple","Iphone_os"
"CVE-2017-2497","Operating System","Apple","Mac_os_x"
"CVE-2017-2498","Operating System","Apple","Iphone_os"
"CVE-2017-2499","Application","Apple","Apple_tv"
"CVE-2017-2500","Operating System","Apple","Safari"
"CVE-2017-2501","Operating System","Apple","Watchos"
"CVE-2017-2502","Operating System","Apple","Watchos"
"CVE-2017-2503","Operating System","Apple","Mac_os_x"
"CVE-2017-2504","Application","Apple","Apple_tv"
"CVE-2017-2505","Application","Apple","Apple_tv"
"CVE-2017-2506","Application","Apple","Safari"
"CVE-2017-2507","Operating System","Apple","Watchos"
"CVE-2017-2508","Application","Apple","Safari"
"CVE-2017-2509","Operating System","Apple","Mac_os_x"
"CVE-2017-2510","Application","Apple","Safari"
"CVE-2017-2511","Application","Apple","Safari"
"CVE-2017-2512","Operating System","Apple","Mac_os_x"
"CVE-2017-2513","Operating System","Apple","Watchos"
"CVE-2017-2514","Operating System","Apple","Iphone_os"
"CVE-2017-2515","Application","Apple","Apple_tv"
"CVE-2017-2516","Operating System","Apple","Mac_os_x"
"CVE-2017-2517","Operating System","Apple","Iphone_os"
"CVE-2017-2518","Operating System","Apple","Watchos"
"CVE-2017-2519","Operating System","Apple","Watchos"
"CVE-2017-2520","Operating System","Apple","Watchos"
"CVE-2017-2521","Operating System","Apple","Watchos"
"CVE-2017-2522","Operating System","Apple","Watchos"
"CVE-2017-2523","Operating System","Apple","Watchos"
"CVE-2017-2524","Operating System","Apple","Watchos"
"CVE-2017-2525","Application","Apple","Safari"
"CVE-2017-2526","Application","Apple","Safari"
"CVE-2017-2527","Operating System","Apple","Mac_os_x"
"CVE-2017-2528","Application","Apple","Safari"
"CVE-2017-2530","Application","Apple","Safari"
"CVE-2017-2531","Application","Apple","Safari"
"CVE-2017-2533","Operating System","Apple","Mac_os_x"
"CVE-2017-2534","Operating System","Apple","Mac_os_x"
"CVE-2017-2535","Operating System","Apple","Mac_os_x"
"CVE-2017-2536","Application","Apple","Safari"
"CVE-2017-2537","Operating System","Apple","Mac_os_x"
"CVE-2017-2538","Application","Apple","Safari"
"CVE-2017-2539","Application","Apple","Safari"
"CVE-2017-2540","Operating System","Apple","Mac_os_x"
"CVE-2017-2541","Operating System","Apple","Mac_os_x"
"CVE-2017-2542","Operating System","Apple","Mac_os_x"
"CVE-2017-2543","Operating System","Apple","Mac_os_x"
"CVE-2017-2544","Application","Apple","Safari"
"CVE-2017-2545","Operating System","Apple","Mac_os_x"
"CVE-2017-2546","Operating System","Apple","Mac_os_x"
"CVE-2017-2547","Application","Apple","Safari"
"CVE-2017-2548","Operating System","Apple","Mac_os_x"
"CVE-2017-2549","Application","Apple","Safari"
"CVE-2017-2576","Application","Moodle","Moodle"
"CVE-2017-2577",NA,NA,NA
"CVE-2017-2578","Application","Moodle","Moodle"
"CVE-2017-2583","Operating System","Linux","Linux_kernel"
"CVE-2017-2584","Operating System","Linux","Linux_kernel"
"CVE-2017-2596","Operating System","Linux","Linux_kernel"
"CVE-2017-2605",NA,NA,NA
"CVE-2017-2636","Operating System","Linux","Linux_kernel"
"CVE-2017-2641","Application","Moodle","Moodle"
"CVE-2017-2642","Application","Moodle","Moodle"
"CVE-2017-2643","Application","Moodle","Moodle"
"CVE-2017-2644","Application","Moodle","Moodle"
"CVE-2017-2645","Application","Moodle","Moodle"
"CVE-2017-2647","Operating System","Linux","Linux_kernel"
"CVE-2017-2655",NA,NA,NA
"CVE-2017-2656",NA,NA,NA
"CVE-2017-2671","Operating System","Linux","Linux_kernel"
"CVE-2017-2675","Application","Objective_development","Little_snitch"
"CVE-2017-2680","Operating System","Siemens","Simatic_cp_443-1_adv_firmware"
"CVE-2017-2681","Operating System","Siemens","Simatic_cp_443-1_adv_firmware"
"CVE-2017-2682","Application","Siemens","Ruggedcom_network_management_software"
"CVE-2017-2683","Application","Siemens","Ruggedcom_network_management_software"
"CVE-2017-2684","Application","Siemens","Simatic_logon"
"CVE-2017-2685","Application","Siemens","Sinumerik_operate"
"CVE-2017-2686","Operating System","Siemens","Ruggedcom_rox_i"
"CVE-2017-2687","Operating System","Siemens","Ruggedcom_rox_i"
"CVE-2017-2688","Operating System","Siemens","Ruggedcom_rox_i"
"CVE-2017-2689","Operating System","Siemens","Ruggedcom_rox_i"
"CVE-2017-2765","Application","Emc","Isilon_insightiq"
"CVE-2017-2766","Application","Emc","Documentum_eroom"
"CVE-2017-2767","Application","Emc","Smarts_network_configuration_manager"
"CVE-2017-2768","Application","Emc","Smarts_network_configuration_manager"
"CVE-2017-2773","Application","Pivotal_software","Cloud_foundry_elastic_runtime"
"CVE-2017-2775","Application","Ni","Labview"
"CVE-2017-2780","Application","Matrixssl","Matrixssl"
"CVE-2017-2781","Application","Matrixssl","Matrixssl"
"CVE-2017-2782","Application","Matrixssl","Matrixssl"
"CVE-2017-2783","Application","Marklogic","Marklogic"
"CVE-2017-2784","Application","Arm","Mbed_tls"
"CVE-2017-2785","Application","Pharos","Popup"
"CVE-2017-2786","Application","Pharos","Popup"
"CVE-2017-2787","Application","Pharos","Popup"
"CVE-2017-2788","Application","Pharos","Popup"
"CVE-2017-2789","Application","Justsystems","Ichitaro"
"CVE-2017-2790","Application","Justsystems","Ichitaro"
"CVE-2017-2791","Application","Justsystems","Ichitaro"
"CVE-2017-2793","Application","Marklogic","Marklogic"
"CVE-2017-2794","Application","Marklogic","Marklogic"
"CVE-2017-2797","Application","Marklogic","Marklogic"
"CVE-2017-2798","Application","Marklogic","Marklogic"
"CVE-2017-2799","Application","Marklogic","Marklogic"
"CVE-2017-2800","Application","Wolfssl","Wolfssl"
"CVE-2017-2801","Application","Botan_project","Botan"
"CVE-2017-2805","Operating System","Foscam","C1_hd_indoor_camera_firmware"
"CVE-2017-2806","Application","Lexmark","Perceptive_document_filters"
"CVE-2017-2810","Application","Python","Tablib"
"CVE-2017-2813","Application","Irfanview","Irfanview"
"CVE-2017-2814","Application","Freedesktop","Poppler"
"CVE-2017-2817","Application","Poweriso","Poweriso"
"CVE-2017-2818","Application","Freedesktop","Poppler"
"CVE-2017-2819","Application","Hancom","Hangul_word_processor"
"CVE-2017-2820","Application","Freedesktop","Poppler"
"CVE-2017-2823","Application","Poweriso","Poweriso"
"CVE-2017-2824","Application","Zabbix","Zabbix"
"CVE-2017-2827","Operating System","Foscam","C1_indoor_hd_camera_firmware"
"CVE-2017-2828","Operating System","Foscam","C1_indoor_hd_camera_firmware"
"CVE-2017-2829","Operating System","Foscam","C1_indoor_hd_camera_firmware"
"CVE-2017-2830","Operating System","Foscam","C1_indoor_hd_camera_firmware"
"CVE-2017-2831","Operating System","Foscam","C1_indoor_hd_camera_firmware"
"CVE-2017-2841","Operating System","Foscam","C1_indoor_hd_camera_firmware"
"CVE-2017-2842","Operating System","Foscam","C1_indoor_hd_camera_firmware"
"CVE-2017-2843","Operating System","Foscam","C1_indoor_hd_camera_firmware"
"CVE-2017-2844","Operating System","Foscam","C1_indoor_hd_camera_firmware"
"CVE-2017-2845","Operating System","Foscam","C1_indoor_hd_camera_firmware"
"CVE-2017-2846","Operating System","Foscam","C1_indoor_hd_camera_firmware"
"CVE-2017-2847","Operating System","Foscam","C1_indoor_hd_camera_firmware"
"CVE-2017-2848","Operating System","Foscam","C1_indoor_hd_camera_firmware"
"CVE-2017-2849","Operating System","Foscam","C1_indoor_hd_camera_firmware"
"CVE-2017-2850","Operating System","Foscam","C1_indoor_hd_camera_firmware"
"CVE-2017-2851","Operating System","Foscam","C1_indoor_hd_camera_firmware"
"CVE-2017-2863","Application","Iceni","Infix"
"CVE-2017-2925","Application","Adobe","Flash_player"
"CVE-2017-2926","Application","Adobe","Flash_player"
"CVE-2017-2927","Application","Adobe","Flash_player"
"CVE-2017-2928","Application","Adobe","Flash_player"
"CVE-2017-2929","Application","Adobe","Acrobat"
"CVE-2017-2930","Application","Adobe","Flash_player"
"CVE-2017-2931","Application","Adobe","Flash_player"
"CVE-2017-2932","Application","Adobe","Flash_player"
"CVE-2017-2933","Application","Adobe","Flash_player"
"CVE-2017-2934","Application","Adobe","Flash_player"
"CVE-2017-2935","Application","Adobe","Flash_player"
"CVE-2017-2936","Application","Adobe","Flash_player"
"CVE-2017-2937","Application","Adobe","Flash_player"
"CVE-2017-2938","Application","Adobe","Flash_player"
"CVE-2017-2939","Application","Adobe","Acrobat_dc"
"CVE-2017-2940","Application","Adobe","Acrobat_dc"
"CVE-2017-2941","Application","Adobe","Acrobat_dc"
"CVE-2017-2942","Application","Adobe","Acrobat_dc"
"CVE-2017-2943","Application","Adobe","Acrobat_dc"
"CVE-2017-2944","Application","Adobe","Acrobat_dc"
"CVE-2017-2945","Application","Adobe","Acrobat_dc"
"CVE-2017-2946","Application","Adobe","Acrobat_dc"
"CVE-2017-2947","Application","Adobe","Acrobat_dc"
"CVE-2017-2948","Application","Adobe","Acrobat_dc"
"CVE-2017-2949","Application","Adobe","Acrobat_dc"
"CVE-2017-2950","Application","Adobe","Acrobat_dc"
"CVE-2017-2951","Application","Adobe","Acrobat_dc"
"CVE-2017-2952","Application","Adobe","Acrobat_dc"
"CVE-2017-2953","Application","Adobe","Acrobat_dc"
"CVE-2017-2954","Application","Adobe","Acrobat_dc"
"CVE-2017-2955","Application","Adobe","Acrobat_dc"
"CVE-2017-2956","Application","Adobe","Acrobat_dc"
"CVE-2017-2957","Application","Adobe","Acrobat_dc"
"CVE-2017-2958","Application","Adobe","Acrobat_dc"
"CVE-2017-2959","Application","Adobe","Acrobat_dc"
"CVE-2017-2960","Application","Adobe","Acrobat_dc"
"CVE-2017-2961","Application","Adobe","Acrobat_dc"
"CVE-2017-2962","Application","Adobe","Acrobat_dc"
"CVE-2017-2963","Application","Adobe","Acrobat_dc"
"CVE-2017-2964","Application","Adobe","Acrobat_dc"
"CVE-2017-2965","Application","Adobe","Acrobat_dc"
"CVE-2017-2966","Application","Adobe","Acrobat_dc"
"CVE-2017-2967","Application","Adobe","Acrobat_dc"
"CVE-2017-2968","Application","Adobe","Campaign"
"CVE-2017-2969","Application","Adobe","Campaign"
"CVE-2017-2970","Application","Adobe","Acrobat_dc"
"CVE-2017-2971","Application","Adobe","Acrobat_dc"
"CVE-2017-2972","Application","Adobe","Acrobat_dc"
"CVE-2017-2973","Application","Adobe","Digital_editions"
"CVE-2017-2974","Application","Adobe","Digital_editions"
"CVE-2017-2975","Application","Adobe","Digital_editions"
"CVE-2017-2976","Application","Adobe","Digital_editions"
"CVE-2017-2977","Application","Adobe","Digital_editions"
"CVE-2017-2978","Application","Adobe","Digital_editions"
"CVE-2017-2979","Application","Adobe","Digital_editions"
"CVE-2017-2980","Application","Adobe","Digital_editions"
"CVE-2017-2981","Application","Adobe","Digital_editions"
"CVE-2017-2982","Application","Adobe","Flash_player"
"CVE-2017-2983","Application","Adobe","Shockwave_player"
"CVE-2017-2984","Application","Adobe","Flash_player"
"CVE-2017-2985","Application","Adobe","Flash_player"
"CVE-2017-2986","Application","Adobe","Flash_player"
"CVE-2017-2987","Application","Adobe","Flash_player"
"CVE-2017-2988","Application","Adobe","Flash_player"
"CVE-2017-2989","Application","Adobe","Campaign"
"CVE-2017-2990","Application","Adobe","Flash_player"
"CVE-2017-2991","Application","Adobe","Flash_player"
"CVE-2017-2992","Application","Adobe","Flash_player"
"CVE-2017-2993","Application","Adobe","Flash_player"
"CVE-2017-2994","Application","Adobe","Flash_player"
"CVE-2017-2995","Application","Adobe","Flash_player"
"CVE-2017-2996","Application","Adobe","Flash_player"
"CVE-2017-2997","Application","Adobe","Flash_player"
"CVE-2017-2998","Application","Adobe","Flash_player"
"CVE-2017-2999","Application","Adobe","Flash_player"
"CVE-2017-3000","Application","Adobe","Flash_player"
"CVE-2017-3001","Application","Adobe","Flash_player"
"CVE-2017-3002","Application","Adobe","Flash_player"
"CVE-2017-3003","Application","Adobe","Flash_player"
"CVE-2017-3004","Application","Adobe","Photoshop_cc"
"CVE-2017-3005","Application","Adobe","Photoshop_cc"
"CVE-2017-3006","Application","Adobe","Creative_cloud"
"CVE-2017-3007","Application","Adobe","Creative_cloud"
"CVE-2017-3008","Application","Adobe","Coldfusion"
"CVE-2017-3009","Application","Adobe","Acrobat_reader"
"CVE-2017-3010","Application","Adobe","Acrobat_reader"
"CVE-2017-3011","Application","Adobe","Acrobat_dc"
"CVE-2017-3012","Application","Adobe","Acrobat_dc"
"CVE-2017-3013","Application","Adobe","Acrobat_dc"
"CVE-2017-3014","Application","Adobe","Acrobat_dc"
"CVE-2017-3015","Application","Adobe","Acrobat_dc"
"CVE-2017-3017","Application","Adobe","Acrobat_dc"
"CVE-2017-3018","Application","Adobe","Acrobat_dc"
"CVE-2017-3019","Application","Adobe","Acrobat_dc"
"CVE-2017-3020","Application","Adobe","Acrobat_dc"
"CVE-2017-3021","Application","Adobe","Acrobat_dc"
"CVE-2017-3022","Application","Adobe","Acrobat_dc"
"CVE-2017-3023","Application","Adobe","Acrobat_dc"
"CVE-2017-3024","Application","Adobe","Acrobat_dc"
"CVE-2017-3025","Application","Adobe","Acrobat_dc"
"CVE-2017-3026","Application","Adobe","Acrobat_dc"
"CVE-2017-3027","Application","Adobe","Acrobat_dc"
"CVE-2017-3028","Application","Adobe","Acrobat_dc"
"CVE-2017-3029","Application","Adobe","Acrobat_dc"
"CVE-2017-3030","Application","Adobe","Acrobat_dc"
"CVE-2017-3031","Application","Adobe","Acrobat_dc"
"CVE-2017-3032","Application","Adobe","Acrobat_dc"
"CVE-2017-3033","Application","Adobe","Acrobat_dc"
"CVE-2017-3034","Application","Adobe","Acrobat_dc"
"CVE-2017-3035","Application","Adobe","Acrobat_dc"
"CVE-2017-3036","Application","Adobe","Acrobat_dc"
"CVE-2017-3037","Application","Adobe","Acrobat_dc"
"CVE-2017-3038","Application","Adobe","Acrobat_dc"
"CVE-2017-3039","Application","Adobe","Acrobat_dc"
